prompt,question,students_answer,categories,grade1_rating,grader2_rating,grader1_categories,grader2_categories,model_categories,acceptable,weight_score,llm_rating,number,grader1_comment
"<i><blockquote><h3>Showing Gratitude</h3><h4>Part 1</h4><p margin=0>You work in a warehouse. While organizing inventory, you overhear a conversation between <b>SrA Johnson</b> (your friend and coworker) and <b>1<sup>st</sup>Lt Franco</b> (your leader). At first, the conversation seems like normal business talk, but soon the tone changes. <ol><div style=""list-style-type:none""><b>SrA Johnson:</b> If I fail this review, then I don't get a promotion, and I'll be reassigned OCONUS. </div> <ol><div style=""list-style-type:none""><b> 1<sup>st</sup>Lt Franco:</b> I hear you, Johnson, but sometimes, it's not just about the work. There are... other ways to get ahead around here. You know what I mean? </div></ol> <div style=list-style-type:none><b>SrA Johnson:</b> No, what do you mean?</div><ol> <div style=""list-style-type:none""><b> 1<sup>st</sup>Lt Franco:</b> Listen, I've got influence around here. I can pull some strings to move you up the ranks, but you'd need to... show me some gratitude. This is just how things are done around here.</div></ol> <div style=list-style-type:none><b>SrA Johnson:</b> It sounds like you're suggesting…</div><ol> <div style=""list-style-type:none""><b> 1<sup>st</sup>Lt Franco (cuts him off):</b> Look, you're a smart guy, Johnson. I know what you want, and you know what I want. We can make an arrangement that helps us both get “a head”. </div></ol></ol></blockquote></i><h4>Part 2 - Scroll to continue reading</h4>You're still processing what you overheard. <b>1<sup>st</sup>Lt Franco's</b> offer about ""showing gratitude"" in exchange for a promotion seems coercive, but you're unsure whether to intervene. <b>1<sup>st</sup>Lt Franco</b> is influential within the team and a higher rank than you and <b>SrA Johnson</b>. You're worried that saying something could cause serious professional consequences. <br><br>Even though <b>SrA Johnson</b> is gay, <b>1<sup>st</sup>Lt Franco</b> is a total “ladies' man”, so it's hard to picture him asking <b>SrA Johnson</b> for sexual favors. Plus, you were eavesdropping. Maybe you didn't hear things correctly?<br><br>There's also the issue of <b>SrA Johnson's</b> role in all this. Maybe he doesn't feel pressured or coerced? After all, <b>SrA Johnson</b> didn't speak up or reject <b>1<sup>st</sup>Lt Franco's</b> offer. Maybe <b>SrA Johnson</b> is cool with it? Saying something to <b>SrA Johnson</b> would be awkward if you're wrong, and you not even sure what you'd say. <br><br>Either way, this is definitely none of your business. Still, you can't shake the feeling that <b>1<sup>st</sup>Lt Franco's</b> behavior is crossing a line.    ","Active bystanders decide how to act in a risky situation based on what they know about a situation and the people involved. After reading part 2 of the scenario, identify two acceptable ways to respond in this situation.","You could go to SrA Johnson and ask about the situation.
You could let the Commander or a superior know what you heard.", Avoidant | Delay | Delegate | Direct | Distract | Document | Hostile Confrontation ,,,,,Delay Delegate,,1,0.9,4,
"<h3>Showing Gratitude</h3><h4>Part 1</h4><p margin=0>You work in a warehouse. While organizing inventory, you overhear a conversation between <b>SrA Johnson</b> (your friend and coworker) and <b>1<sup>st</sup>Lt Franco</b> (your leader). At first, the conversation seems like normal business talk, but soon the tone changes. <ol><div style=""list-style-type:none""><b>SrA Johnson:</b> If I fail this review, then I don't get a promotion, and I'll be reassigned OCONUS. </div> <ol><div style=""list-style-type:none""><b> 1<sup>st</sup>Lt Franco:</b> I hear you, Johnson, but sometimes, it's not just about the work. There are... other ways to get ahead around here. You know what I mean? </div></ol> <div style=list-style-type:none><b>SrA Johnson:</b> No, what do you mean?</div><ol> <div style=""list-style-type:none""><b> 1<sup>st</sup>Lt Franco:</b> Listen, I've got influence around here. I can pull some strings to move you up the ranks, but you'd need to... show me some gratitude. This is just how things are done around here.</div></ol> <div style=list-style-type:none><b>SrA Johnson:</b> It sounds like you're suggesting…</div><ol> <div style=""list-style-type:none""><b> 1<sup>st</sup>Lt Franco (cuts him off):</b> Look, you're a smart guy, Johnson. I know what you want, and you know what I want. We can make an arrangement that helps us both get “a head”. </div></ol>",Active bystanders are motivated to take responsibility in risky situations. What is one positive outcome that could result when a bystander intervenes in situations like this?,"It would put Lt Franco on notice that others have his/her number and that this type of sexual harassment/quid pro quo will not be tolerated. It may stop Lt Franco's behaviors from escalating. This behavior is so egregious though that it needs to be reported to a third party (the command team, IG, etc)", Building Bystander Skills & Confidence  | Bystander Avoidance / Diffusion of Responsibility | Changing Perpetrator Behavior & Attitudes | Cultural or Peer-Norm Justification | Fear of Negative Consequences (Social / Professional) | Inspiring Collective Action | Lack of Confidence / Learned Helplessness | Minimizing or Dismissing Harm | Perpetrator-Excusing | Preventing Future Harms | Protecting Teams | Recognition and Rewards for the Bystander | Shaping Norms & Culture Change | Supporting the Victim | Victim-blaming ,,,,,Changing Perpetrator Behavior & Attitudes,,1,0.9,3,
"<i><blockquote><h3>Showing Gratitude</h3><h4>Part 1</h4><p margin=0>You work in a warehouse. While organizing inventory, you overhear a conversation between <b>SrA Johnson</b> (your friend and coworker) and <b>1<sup>st</sup>Lt Franco</b> (your leader). At first, the conversation seems like normal business talk, but soon the tone changes. <ol><div style=""list-style-type:none""><b>SrA Johnson:</b> If I fail this review, then I don't get a promotion, and I'll be reassigned OCONUS. </div> <ol><div style=""list-style-type:none""><b> 1<sup>st</sup>Lt Franco:</b> I hear you, Johnson, but sometimes, it's not just about the work. There are... other ways to get ahead around here. You know what I mean? </div></ol> <div style=list-style-type:none><b>SrA Johnson:</b> No, what do you mean?</div><ol> <div style=""list-style-type:none""><b> 1<sup>st</sup>Lt Franco:</b> Listen, I've got influence around here. I can pull some strings to move you up the ranks, but you'd need to... show me some gratitude. This is just how things are done around here.</div></ol> <div style=list-style-type:none><b>SrA Johnson:</b> It sounds like you're suggesting…</div><ol> <div style=""list-style-type:none""><b> 1<sup>st</sup>Lt Franco (cuts him off):</b> Look, you're a smart guy, Johnson. I know what you want, and you know what I want. We can make an arrangement that helps us both get “a head”. </div></ol></ol></blockquote></i><h4>Part 2 - Scroll to continue reading</h4>You're still processing what you overheard. <b>1<sup>st</sup>Lt Franco's</b> offer about ""showing gratitude"" in exchange for a promotion seems coercive, but you're unsure whether to intervene. <b>1<sup>st</sup>Lt Franco</b> is influential within the team and a higher rank than you and <b>SrA Johnson</b>. You're worried that saying something could cause serious professional consequences. <br><br>Even though <b>SrA Johnson</b> is gay, <b>1<sup>st</sup>Lt Franco</b> is a total “ladies' man”, so it's hard to picture him asking <b>SrA Johnson</b> for sexual favors. Plus, you were eavesdropping. Maybe you didn't hear things correctly?<br><br>There's also the issue of <b>SrA Johnson's</b> role in all this. Maybe he doesn't feel pressured or coerced? After all, <b>SrA Johnson</b> didn't speak up or reject <b>1<sup>st</sup>Lt Franco's</b> offer. Maybe <b>SrA Johnson</b> is cool with it? Saying something to <b>SrA Johnson</b> would be awkward if you're wrong, and you not even sure what you'd say. <br><br>Either way, this is definitely none of your business. Still, you can't shake the feeling that <b>1<sup>st</sup>Lt Franco's</b> behavior is crossing a line.    ","Active bystanders decide how to act in a risky situation based on what they know about a situation and the people involved. After reading part 2 of the scenario, identify two acceptable ways to respond in this situation.","Approach SrA Johnson separately and tell him what you heard. Ask him how he would like you to support him.

Report the situation to someone higher in the leadership chain or, ideally, someone outside the leadership chain.", Avoidant | Delay | Delegate | Direct | Distract | Document | Hostile Confrontation ,,,,,Delay Delegate,,1,0.9,4,
"<i><blockquote><h3>A Private Conversation</h3><h4>Part 1</h4><p margin=0>You are stationed at a military base working with <b>SSgt Quinn</b>, <b>Amn James</b>, and <b>Amn Brown</b>. You notice <b>SSgt Quinn</b> and <b>Amn James</b> step into the hallway for a private conversation. At first, it seems like normal work talk, until you overhear <b>SSgt Quinn's</b> comment. <ol><div style=list-style-type:none><b>SSgt Quinn (to Amn James):</b> I am a sexual being. Some things cannot be controlled.  </div><ol><div style=list-style-type:none><i>Amn James laughs nervously at SSgt Quinn. </i></ol></ol>The exchange sounds off, but you're on a deadline, so you ask <b>Amn Brown</b> to check on things. <b>Amn Brown</b> steps out into the hall when you hear a struggle, presumably between <b>SSgt Quinn</b> and <b>Amn James</b>. <b>Amn Brown</b> returns to say: <ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> I don't know what exactly happened, but <b>SSgt Quinn</b> pinned <b>Amn James</b> against the wall and grabbed his crotch. He pushed her away, and <b>SSgt Quinn</b> walked off like it was nothing!</div></ol></blockquote></i><h4>Part 2 - Scroll to continue reading </h4>Just then, <b>Amn James</b> returns to the workspace, visibly shaken. <ol> <div style=list-style-type:none><b>Amn James (to Adm Brown):</b> You ok, man?</div> <div style=list-style-type:none><b>Amn Brown (to Amn James and you):</b> I'm fine. I'm taking my lunch break now.</div><ol><div style=list-style-type:none><i>Amn James leaves the room.</i> </ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> Dude, no one's going to believe a guy got assaulted by a woman.</div></ol>You didn't directly witness what happened and you're not sure what to do. You want to help, but the situation seems resolved after both <b>SSgt Quinn</b> and <b>Amn Brown</b> left the workplace.<br><br>Although <b>Amn James</b> looked upset, if he wanted to talk about it, he could have said something when <b>Amn Brown</b> asked if he was ok. You aren't even sure you'd say to <b>Amn James</b> if he was still here.",Imagine you decide the best course of action is to say something directly to Amn James. What do you say?,"Ask him how he's doing. Provide him information on the SARC, restricted and unrestricted reporting, and let him know you're happy to do a warm handoff if interested. Continue to check on him. Also let him know that expedited transfer may be an option if needed.", Check In with the Person Targeted | Delegate | Distract | Document | Encourage Resources or Next Steps | Escalate conflict | Excusing perpetrator behavior | Express Disapproval or Disagreement  | Name or Call Out the Behavior  | Offer Emotional Support and Validation | Protect or Support the Person Targeted  | Question or Challenge the Behavior  | Redirect or Refocus on Professionalism | Share a Perspective or Story to Reframe the Issue | Victim blaming ,,,,,Check In with the Person Targeted,,1,0.9,5,
"<h3>A Private Conversation</h3><h4>Part 1</h4><p margin=0>You are stationed at a military base working with <b>SSgt Quinn</b>, <b>Amn James</b>, and <b>Amn Brown</b>. You notice <b>SSgt Quinn</b> and <b>Amn James</b> step into the hallway for a private conversation. At first, it seems like normal work talk, until you overhear <b>SSgt Quinn's</b> comment. <ol><div style=list-style-type:none><b>SSgt Quinn (to Amn James):</b> I am a sexual being. Some things cannot be controlled.  </div><ol><div style=list-style-type:none><i>Amn James laughs nervously at SSgt Quinn. </i></ol></ol>The exchange sounds off, but you're on a deadline, so you ask <b>Amn Brown</b> to check on things. <b>Amn Brown</b> steps out into the hall when you hear a struggle, presumably between <b>SSgt Quinn</b> and <b>Amn James</b>. <b>Amn Brown</b> returns to say: <ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> I don't know what exactly happened, but <b>SSgt Quinn</b> pinned <b>Amn James</b> against the wall and grabbed his crotch. He pushed her away, and <b>SSgt Quinn</b> walked off like it was nothing!</div></ol>",Active bystanders are motivated to take responsibility in risky situations. What is one positive outcome that could result when a bystander intervenes in situations like this?,intervention can stop the harm from continuing or escalating, Building Bystander Skills & Confidence  | Bystander Avoidance / Diffusion of Responsibility | Changing Perpetrator Behavior & Attitudes | Cultural or Peer-Norm Justification | Fear of Negative Consequences (Social / Professional) | Inspiring Collective Action | Lack of Confidence / Learned Helplessness | Minimizing or Dismissing Harm | Perpetrator-Excusing | Preventing Future Harms | Protecting Teams | Recognition and Rewards for the Bystander | Shaping Norms & Culture Change | Supporting the Victim | Victim-blaming ,,,,,Preventing Future Harms,,0.5,0.9,3,
"<i><blockquote><h3>A Private Conversation</h3><h4>Part 1</h4><p margin=0>You are stationed at a military base working with <b>SSgt Quinn</b>, <b>Amn James</b>, and <b>Amn Brown</b>. You notice <b>SSgt Quinn</b> and <b>Amn James</b> step into the hallway for a private conversation. At first, it seems like normal work talk, until you overhear <b>SSgt Quinn's</b> comment. <ol><div style=list-style-type:none><b>SSgt Quinn (to Amn James):</b> I am a sexual being. Some things cannot be controlled.  </div><ol><div style=list-style-type:none><i>Amn James laughs nervously at SSgt Quinn. </i></ol></ol>The exchange sounds off, but you're on a deadline, so you ask <b>Amn Brown</b> to check on things. <b>Amn Brown</b> steps out into the hall when you hear a struggle, presumably between <b>SSgt Quinn</b> and <b>Amn James</b>. <b>Amn Brown</b> returns to say: <ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> I don't know what exactly happened, but <b>SSgt Quinn</b> pinned <b>Amn James</b> against the wall and grabbed his crotch. He pushed her away, and <b>SSgt Quinn</b> walked off like it was nothing!</div></ol></blockquote></i><h4>Part 2 - Scroll to continue reading </h4>Just then, <b>Amn James</b> returns to the workspace, visibly shaken. <ol> <div style=list-style-type:none><b>Amn James (to Adm Brown):</b> You ok, man?</div> <div style=list-style-type:none><b>Amn Brown (to Amn James and you):</b> I'm fine. I'm taking my lunch break now.</div><ol><div style=list-style-type:none><i>Amn James leaves the room.</i> </ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> Dude, no one's going to believe a guy got assaulted by a woman.</div></ol>You didn't directly witness what happened and you're not sure what to do. You want to help, but the situation seems resolved after both <b>SSgt Quinn</b> and <b>Amn Brown</b> left the workplace.<br><br>Although <b>Amn James</b> looked upset, if he wanted to talk about it, he could have said something when <b>Amn Brown</b> asked if he was ok. You aren't even sure you'd say to <b>Amn James</b> if he was still here.",Imagine you decide the best course of action is to say something directly to Amn James. What do you say?,I noticed you seemed uncomfortable and I heard her say something inappropriate to you before I heard a scuffle in the hallway. Are you okay? Would you like to talk about what happened? I'm here for you., Check In with the Person Targeted | Delegate | Distract | Document | Encourage Resources or Next Steps | Escalate conflict | Excusing perpetrator behavior | Express Disapproval or Disagreement  | Name or Call Out the Behavior  | Offer Emotional Support and Validation | Protect or Support the Person Targeted  | Question or Challenge the Behavior  | Redirect or Refocus on Professionalism | Share a Perspective or Story to Reframe the Issue | Victim blaming ,,,,,Check In with the Person Targeted,,1,0.95,5,
"<i><blockquote><h3>A Private Conversation</h3><h4>Part 1</h4><p margin=0>You are stationed at a military base working with <b>SSgt Quinn</b>, <b>Amn James</b>, and <b>Amn Brown</b>. You notice <b>SSgt Quinn</b> and <b>Amn James</b> step into the hallway for a private conversation. At first, it seems like normal work talk, until you overhear <b>SSgt Quinn's</b> comment. <ol><div style=list-style-type:none><b>SSgt Quinn (to Amn James):</b> I am a sexual being. Some things cannot be controlled.  </div><ol><div style=list-style-type:none><i>Amn James laughs nervously at SSgt Quinn. </i></ol></ol>The exchange sounds off, but you're on a deadline, so you ask <b>Amn Brown</b> to check on things. <b>Amn Brown</b> steps out into the hall when you hear a struggle, presumably between <b>SSgt Quinn</b> and <b>Amn James</b>. <b>Amn Brown</b> returns to say: <ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> I don't know what exactly happened, but <b>SSgt Quinn</b> pinned <b>Amn James</b> against the wall and grabbed his crotch. He pushed her away, and <b>SSgt Quinn</b> walked off like it was nothing!</div></ol></blockquote></i><h4>Part 2 - Scroll to continue reading </h4>Just then, <b>Amn James</b> returns to the workspace, visibly shaken. <ol> <div style=list-style-type:none><b>Amn James (to Adm Brown):</b> You ok, man?</div> <div style=list-style-type:none><b>Amn Brown (to Amn James and you):</b> I'm fine. I'm taking my lunch break now.</div><ol><div style=list-style-type:none><i>Amn James leaves the room.</i> </ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> Dude, no one's going to believe a guy got assaulted by a woman.</div></ol>You didn't directly witness what happened and you're not sure what to do. You want to help, but the situation seems resolved after both <b>SSgt Quinn</b> and <b>Amn Brown</b> left the workplace.<br><br>Although <b>Amn James</b> looked upset, if he wanted to talk about it, he could have said something when <b>Amn Brown</b> asked if he was ok. You aren't even sure you'd say to <b>Amn James</b> if he was still here.",Imagine you decide the best course of action is to say something directly to Amn James. What do you say?,Hey do you want to talk about it I saw what happened are you okay? Like if you need anything there's SAPR or you can talk to the officer in charge., Check In with the Person Targeted | Delegate | Distract | Document | Encourage Resources or Next Steps | Escalate conflict | Excusing perpetrator behavior | Express Disapproval or Disagreement  | Name or Call Out the Behavior  | Offer Emotional Support and Validation | Protect or Support the Person Targeted  | Question or Challenge the Behavior  | Redirect or Refocus on Professionalism | Share a Perspective or Story to Reframe the Issue | Victim blaming ,,,,,Check In with the Person Targeted,,1,0.95,5,
"<i><blockquote><h3>A Private Conversation</h3><h4>Part 1</h4><p margin=0>You are stationed at a military base working with <b>SSgt Quinn</b>, <b>Amn James</b>, and <b>Amn Brown</b>. You notice <b>SSgt Quinn</b> and <b>Amn James</b> step into the hallway for a private conversation. At first, it seems like normal work talk, until you overhear <b>SSgt Quinn's</b> comment. <ol><div style=list-style-type:none><b>SSgt Quinn (to Amn James):</b> I am a sexual being. Some things cannot be controlled.  </div><ol><div style=list-style-type:none><i>Amn James laughs nervously at SSgt Quinn. </i></ol></ol>The exchange sounds off, but you're on a deadline, so you ask <b>Amn Brown</b> to check on things. <b>Amn Brown</b> steps out into the hall when you hear a struggle, presumably between <b>SSgt Quinn</b> and <b>Amn James</b>. <b>Amn Brown</b> returns to say: <ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> I don't know what exactly happened, but <b>SSgt Quinn</b> pinned <b>Amn James</b> against the wall and grabbed his crotch. He pushed her away, and <b>SSgt Quinn</b> walked off like it was nothing!</div></ol></blockquote></i><h4>Part 2 - Scroll to continue reading </h4>Just then, <b>Amn James</b> returns to the workspace, visibly shaken. <ol> <div style=list-style-type:none><b>Amn James (to Adm Brown):</b> You ok, man?</div> <div style=list-style-type:none><b>Amn Brown (to Amn James and you):</b> I'm fine. I'm taking my lunch break now.</div><ol><div style=list-style-type:none><i>Amn James leaves the room.</i> </ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> Dude, no one's going to believe a guy got assaulted by a woman.</div></ol>You didn't directly witness what happened and you're not sure what to do. You want to help, but the situation seems resolved after both <b>SSgt Quinn</b> and <b>Amn Brown</b> left the workplace.<br><br>Although <b>Amn James</b> looked upset, if he wanted to talk about it, he could have said something when <b>Amn Brown</b> asked if he was ok. You aren't even sure you'd say to <b>Amn James</b> if he was still here.",Imagine you decide the best course of action is to say something directly to Amn James. What do you say?,"Amn James, thank you for meeting with me.  I am so sorry that you had to experience that with SSgt Quinn.  What happened to you was absolutely unacceptable.  I have spoken with SSgt Quinn and addressed this immediately with the priority it deserves.  Please let me know how I can support you.  There are several resources available.  You don't have to make a decision right now.  You have my number and I am always available.  Due to the nature of the comment and physical assault that you experienced, I am notifying our chain of command.  You can participate in the level you feel comfortable.", Check In with the Person Targeted | Delegate | Distract | Document | Encourage Resources or Next Steps | Escalate conflict | Excusing perpetrator behavior | Express Disapproval or Disagreement  | Name or Call Out the Behavior  | Offer Emotional Support and Validation | Protect or Support the Person Targeted  | Question or Challenge the Behavior  | Redirect or Refocus on Professionalism | Share a Perspective or Story to Reframe the Issue | Victim blaming ,,,,,Check In with the Person Targeted,,1,0.95,5,
"<i><blockquote><h3>A Private Conversation</h3><h4>Part 1</h4><p margin=0>You are stationed at a military base working with <b>SSgt Quinn</b>, <b>Amn James</b>, and <b>Amn Brown</b>. You notice <b>SSgt Quinn</b> and <b>Amn James</b> step into the hallway for a private conversation. At first, it seems like normal work talk, until you overhear <b>SSgt Quinn's</b> comment. <ol><div style=list-style-type:none><b>SSgt Quinn (to Amn James):</b> I am a sexual being. Some things cannot be controlled.  </div><ol><div style=list-style-type:none><i>Amn James laughs nervously at SSgt Quinn. </i></ol></ol>The exchange sounds off, but you're on a deadline, so you ask <b>Amn Brown</b> to check on things. <b>Amn Brown</b> steps out into the hall when you hear a struggle, presumably between <b>SSgt Quinn</b> and <b>Amn James</b>. <b>Amn Brown</b> returns to say: <ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> I don't know what exactly happened, but <b>SSgt Quinn</b> pinned <b>Amn James</b> against the wall and grabbed his crotch. He pushed her away, and <b>SSgt Quinn</b> walked off like it was nothing!</div></ol></blockquote></i><h4>Part 2 - Scroll to continue reading </h4>Just then, <b>Amn James</b> returns to the workspace, visibly shaken. <ol> <div style=list-style-type:none><b>Amn James (to Adm Brown):</b> You ok, man?</div> <div style=list-style-type:none><b>Amn Brown (to Amn James and you):</b> I'm fine. I'm taking my lunch break now.</div><ol><div style=list-style-type:none><i>Amn James leaves the room.</i> </ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> Dude, no one's going to believe a guy got assaulted by a woman.</div></ol>You didn't directly witness what happened and you're not sure what to do. You want to help, but the situation seems resolved after both <b>SSgt Quinn</b> and <b>Amn Brown</b> left the workplace.<br><br>Although <b>Amn James</b> looked upset, if he wanted to talk about it, he could have said something when <b>Amn Brown</b> asked if he was ok. You aren't even sure you'd say to <b>Amn James</b> if he was still here.","Active bystanders decide how to act in a risky situation based on what they know about a situation and the people involved. After reading part 2 of the scenario, identify two acceptable ways to respond in this situation.","As a supervisor, I would immediately respond to Amn Browns comment that I do believe Amn James and we will support him.  I would contact Amn James immediately to ask him to meet me somewhere where he felt comfortable to discuss what happened and what his options are.  I would contact SSgt Quinn and address the comment I overheard and what I understood to have happened in the hallway.  I would then report this incident up the chain of command.", Avoidant | Delay | Delegate | Direct | Distract | Document | Hostile Confrontation ,,,,,Direct Delegate,,1,0.95,4,
"<i><blockquote><h3>A Private Conversation</h3><h4>Part 1</h4><p margin=0>You are stationed at a military base working with <b>SSgt Quinn</b>, <b>Amn James</b>, and <b>Amn Brown</b>. You notice <b>SSgt Quinn</b> and <b>Amn James</b> step into the hallway for a private conversation. At first, it seems like normal work talk, until you overhear <b>SSgt Quinn's</b> comment. <ol><div style=list-style-type:none><b>SSgt Quinn (to Amn James):</b> I am a sexual being. Some things cannot be controlled.  </div><ol><div style=list-style-type:none><i>Amn James laughs nervously at SSgt Quinn. </i></ol></ol>The exchange sounds off, but you're on a deadline, so you ask <b>Amn Brown</b> to check on things. <b>Amn Brown</b> steps out into the hall when you hear a struggle, presumably between <b>SSgt Quinn</b> and <b>Amn James</b>. <b>Amn Brown</b> returns to say: <ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> I don't know what exactly happened, but <b>SSgt Quinn</b> pinned <b>Amn James</b> against the wall and grabbed his crotch. He pushed her away, and <b>SSgt Quinn</b> walked off like it was nothing!</div></ol></blockquote></i><h4>Part 2 - Scroll to continue reading </h4>Just then, <b>Amn James</b> returns to the workspace, visibly shaken. <ol> <div style=list-style-type:none><b>Amn James (to Adm Brown):</b> You ok, man?</div> <div style=list-style-type:none><b>Amn Brown (to Amn James and you):</b> I'm fine. I'm taking my lunch break now.</div><ol><div style=list-style-type:none><i>Amn James leaves the room.</i> </ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> Dude, no one's going to believe a guy got assaulted by a woman.</div></ol>You didn't directly witness what happened and you're not sure what to do. You want to help, but the situation seems resolved after both <b>SSgt Quinn</b> and <b>Amn Brown</b> left the workplace.<br><br>Although <b>Amn James</b> looked upset, if he wanted to talk about it, he could have said something when <b>Amn Brown</b> asked if he was ok. You aren't even sure you'd say to <b>Amn James</b> if he was still here.","Active bystanders decide how to act in a risky situation based on what they know about a situation and the people involved. After reading part 2 of the scenario, identify two acceptable ways to respond in this situation.","Approach Amn Brown to see how he's doing. Acknowledge that what happened was not ok and that you are there for him if he needs a friend. Let him know that he can always report the behavior to the SARC to get resources, even if he wants to keep his information confidential. Talk with SSgt Quinn and let her know what the team members witnessed. Document what happened via a Memorandum for Record.", Avoidant | Delay | Delegate | Direct | Distract | Document | Hostile Confrontation ,,,,,Delay Document,,1,0.95,4,
"<i><blockquote><h3>A Private Conversation</h3><h4>Part 1</h4><p margin=0>You are stationed at a military base working with <b>SSgt Quinn</b>, <b>Amn James</b>, and <b>Amn Brown</b>. You notice <b>SSgt Quinn</b> and <b>Amn James</b> step into the hallway for a private conversation. At first, it seems like normal work talk, until you overhear <b>SSgt Quinn's</b> comment. <ol><div style=list-style-type:none><b>SSgt Quinn (to Amn James):</b> I am a sexual being. Some things cannot be controlled.  </div><ol><div style=list-style-type:none><i>Amn James laughs nervously at SSgt Quinn. </i></ol></ol>The exchange sounds off, but you're on a deadline, so you ask <b>Amn Brown</b> to check on things. <b>Amn Brown</b> steps out into the hall when you hear a struggle, presumably between <b>SSgt Quinn</b> and <b>Amn James</b>. <b>Amn Brown</b> returns to say: <ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> I don't know what exactly happened, but <b>SSgt Quinn</b> pinned <b>Amn James</b> against the wall and grabbed his crotch. He pushed her away, and <b>SSgt Quinn</b> walked off like it was nothing!</div></ol></blockquote></i><h4>Part 2 - Scroll to continue reading </h4>Just then, <b>Amn James</b> returns to the workspace, visibly shaken. <ol> <div style=list-style-type:none><b>Amn James (to Adm Brown):</b> You ok, man?</div> <div style=list-style-type:none><b>Amn Brown (to Amn James and you):</b> I'm fine. I'm taking my lunch break now.</div><ol><div style=list-style-type:none><i>Amn James leaves the room.</i> </ol> <div style=list-style-type:none><b>Amn Brown (to you):</b> Dude, no one's going to believe a guy got assaulted by a woman.</div></ol>You didn't directly witness what happened and you're not sure what to do. You want to help, but the situation seems resolved after both <b>SSgt Quinn</b> and <b>Amn Brown</b> left the workplace.<br><br>Although <b>Amn James</b> looked upset, if he wanted to talk about it, he could have said something when <b>Amn Brown</b> asked if he was ok. You aren't even sure you'd say to <b>Amn James</b> if he was still here.",Imagine you decide the best course of action is to say something directly to Amn James. What do you say?,"Hi Amn James, I noticed you seemed shaken earlier. I just want you to know that what happened wasn't ok and you didn't deserve that. Do you want to talk? I can help connect you with someone confidential.", Check In with the Person Targeted | Delegate | Distract | Document | Encourage Resources or Next Steps | Escalate conflict | Excusing perpetrator behavior | Express Disapproval or Disagreement  | Name or Call Out the Behavior  | Offer Emotional Support and Validation | Protect or Support the Person Targeted  | Question or Challenge the Behavior  | Redirect or Refocus on Professionalism | Share a Perspective or Story to Reframe the Issue | Victim blaming ,,,,,Check In with the Person Targeted,,1,0.95,5,
"<i><blockquote><h3>Dancing at the Club</h3><h4>Part 1</h4><p margin=0>It's Friday night and you're getting drinks with your friends <b>Ken</b> and <b>Megan</b> after work. <b>Jacob</b>, a buddy from high school, walks in and you invite him to hang out with the group.<br><br>Everyone is chatting and getting along. You all decide to go to a second location—a nearby club. The music is loud, everyone's drinking, and the vibe is fun.<br><br><b>Megan</b> and <b>Jacob</b> are hitting it off, and you sense chemistry between them. As the night goes on, <b>Jacob</b> becomes increasingly close to <b>Megan</b>, first by putting his arms around <b>Megan's</b> shoulders, then touching her thighs repeatedly. <b>Megan</b> keeps looking at <b>you</b> and <b>Ken</b>, almost as if she's seeking reassurance, but she never pulls away from <b>Jacob</b>.<br><br><b>Ken</b> notices <b>Megan's</b> body language and leans over to you. <ol><div style=""list-style-type:none""><b>Ken:</b> Hey, do you think <b>Megan's</b> okay with <b>Jacob</b> </div> <ol><div style=""list-style-type:none""><b>You:</b> I'm not sure. They look fine to me. </div></ol> <div style=list-style-type:none><b>Ken:</b> It looks weird to me. <b>Jacob's</b> being really handsy, and <b>Megan</b> doesn't seem into it.</div></ol></blockquote></i><h4>Part 2 - Scroll to continue reading</h4>You think that <b>Ken</b> is reading too much into the situation and interpret the situation differently. <b>Jacob</b> is an old fiend, and he doesn't mean any harm. He's just drinking and having a good time with a pretty girl.<br><br>Plus, you believe <b>Megan</b> would speak up for herself if someone crossed a line. On the other hand, <b>Megan</b> has been drinking, so maybe you should step in? You worry that if you're wrong, then <b>Megan</b> will think you don't trust her judgment or that she needs saving because she's a girl.<br><br>It feels like you're walking a fine line. A part of you wonders if you should just let <b>Ken</b> handle it since he's the one who is so concerned.","Active bystanders decide how to act in a risky situation based on what they know about a situation and the people involved. After reading part 2 of the scenario, identify two acceptable ways to respond in this situation.",Say something - Tell Jacob to stop., Avoidant | Delay | Delegate | Direct | Distract | Document | Hostile Confrontation ,,,,,Direct,,0.5,1,4,
